,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,Ticker
0,11,503,506,118.62373408126832,116.04000091552734,-28.421064823150786,-0.021780912443465028,2014-01-03,2014-01-08,5 days,COST
1,151,503,522,19.814108342170716,17.684999465942383,-321.4954403104783,-0.10745418564694698,2014-01-03,2014-01-31,28 days,AAPL
2,67,503,560,19.984200030326843,17.157499313354492,-189.3889480371475,-0.14144677858922128,2014-01-03,2014-03-27,83 days,AMZN
3,6,408,472,55.21257045936585,55.900001525878906,4.124586399078339,0.012450626022184164,2014-01-03,2014-04-07,94 days,META
4,155,503,567,52.182,48.644287109375,-548.3454980468754,-0.06779565541039057,2014-01-03,2014-04-07,94 days,NFLX
5,178,505,516,4.204665057420731,3.6700000762939453,-95.1703666405678,-0.12715994587563295,2014-01-07,2014-01-23,16 days,AMD
6,10,508,510,118.61369693756104,115.19999694824219,-34.13699989318857,-0.02877998138036153,2014-01-10,2014-01-14,4 days,COST
7,55,510,521,37.691461378097536,36.13999938964844,-85.33040936470042,-0.041162160651872504,2014-01-14,2014-01-30,16 days,SBUX
8,9,510,526,141.34298112487795,121.79000091552734,-175.97682188415547,-0.13833711482337674,2014-01-14,2014-02-06,23 days,BA
9,93,518,590,11.718203543186188,11.990667343139648,25.339133395671784,0.02325132849496292,2014-01-27,2014-05-09,102 days,TSLA
10,147,525,568,18.154748757362366,18.756786346435547,88.49952559375755,0.033161438757395745,2014-02-05,2014-04-08,62 days,AAPL
11,8,528,550,129.41136673736574,124.6500015258789,-38.090921691894664,-0.03679248068795837,2014-02-10,2014-03-13,31 days,BA
12,53,529,537,37.56602387809754,36.33000183105469,-65.50916849327113,-0.03290265829180561,2014-02-11,2014-02-24,13 days,SBUX
13,1485,533,648,0.4495680138766766,0.4375,-17.921000606864762,-0.02684357762157663,2014-02-18,2014-08-01,164 days,NVDA
14,51,549,560,37.40546403121949,36.53499984741211,-44.393673374176295,-0.02327104358552723,2014-03-12,2014-03-27,15 days,SBUX
15,166,554,572,3.923685086131096,3.7200000286102295,-33.81171954846383,-0.05191167309548472,2014-03-19,2014-04-14,26 days,AMD
16,8,564,567,129.08020989990234,127.19000244140625,-15.121659667968743,-0.014643665825783025,2014-04-02,2014-04-07,5 days,BA
17,162,574,576,3.8233349425792698,4.010000228881836,30.239776381015723,0.04882263497862405,2014-04-16,2014-04-21,5 days,AMD
18,156,577,639,4.1444551148414615,3.859999895095825,-44.375014280319256,-0.06863513100358853,2014-04-22,2014-07-21,90 days,AMD
19,130,583,753,21.239794263839723,28.204999923706055,905.4767357826231,0.3279318798169546,2014-04-30,2014-12-31,245 days,AAPL
20,84,597,699,13.175285206317902,15.216667175292969,171.4760853939056,0.15494024888327806,2014-05-20,2014-10-14,147 days,TSLA
21,134,599,702,56.035440153121954,51.40142822265625,-620.9575986824043,-0.08269787687582797,2014-05-22,2014-10-17,148 days,NFLX
22,48,619,679,38.95085112190247,37.41999816894531,-73.48094174194341,-0.03930216949986853,2014-06-20,2014-09-16,88 days,SBUX
23,65,640,644,17.82466951560974,16.212499618530273,-104.79104331016543,-0.09044599091543493,2014-07-22,2014-07-28,6 days,AMZN
24,4,551,631,74.46973408126831,72.80000305175781,-6.678924118042005,-0.022421605906210673,2014-07-30,2014-11-20,113 days,META
25,1362,654,690,0.47716423755884174,0.4620000123977661,-20.653674669385005,-0.031779886184797435,2014-08-11,2014-10-01,51 days,NVDA
26,10,660,753,119.79782724380493,143.49000549316406,236.9217824935913,0.19776801294686508,2014-08-19,2014-12-31,134 days,COST
27,8,666,668,129.22069928741456,127.3499984741211,-14.96560650634774,-0.01447678911822503,2014-08-27,2014-08-29,2 days,BA
28,47,683,684,38.15808903121948,37.14500045776367,-47.6151629524231,-0.026549772254762072,2014-09-22,2014-09-23,1 days,SBUX
29,46,693,695,38.14303331565857,37.119998931884766,-47.05958165359502,-0.02682100228651263,2014-10-06,2014-10-08,2 days,SBUX
30,45,708,753,38.13801857185364,41.095001220703125,133.0642191982267,0.0775337251272874,2014-10-27,2014-12-31,65 days,SBUX
31,79,710,735,16.131596305847168,15.239999771118164,-70.43612624359132,-0.05527019879649664,2014-10-29,2014-12-04,36 days,TSLA
32,1330,710,753,0.47289937260746956,0.5099999904632568,49.34382174819708,0.0784535146477825,2014-10-29,2014-12-31,63 days,NVDA
33,64,723,724,16.37912750530243,16.199499130249023,-11.496216003418112,-0.010966907425029593,2014-11-17,2014-11-18,1 days,AMZN
34,64,726,735,16.256700765609743,15.77649974822998,-30.732865112304808,-0.029538651433850815,2014-11-20,2014-12-04,14 days,AMZN
35,7,729,740,135.21159551239015,125.22000122070312,-69.94116004180916,-0.07389598690721344,2014-11-25,2014-12-11,16 days,BA
36,7,748,753,129.49163326263428,132.25,19.308567161560035,0.021301505493958928,2014-12-23,2014-12-31,8 days,BA
