,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,Ticker
0,103,504,551,103.04941744995118,100.11000061035156,-302.75993447876044,-0.028524342129611968,2023-01-04,2023-03-14,69 days,SBUX
1,12,504,675,195.8631226501465,213.75999450683594,214.76246228027333,0.09137438234688555,2023-01-04,2023-09-11,250 days,BA
2,835,514,752,17.09562529563904,49.8129997253418,27319.007648801802,1.9137863555098336,2023-01-19,2023-12-29,344 days,NVDA
3,14,517,549,358.78135377502446,297.8999938964844,-852.3390382995611,-0.169689308649847,2023-01-24,2023-03-10,45 days,NFLX
4,25,521,752,149.93293867492676,358.989990234375,5226.426288986206,1.3943370509979123,2023-01-30,2023-12-29,333 days,META
5,137,524,683,84.5850159187317,98.5999984741211,1920.0526100883471,0.1656910790068873,2023-02-02,2023-09-21,231 days,AMD
6,65,525,540,148.54810377502443,147.7100067138672,-54.476308975220746,-0.005641923658793679,2023-02-03,2023-02-27,24 days,AAPL
7,62,545,708,154.32825826263428,170.3699951171875,994.5876849822997,0.10394555757412594,2023-03-06,2023-10-26,234 days,AAPL
8,14,554,555,311.14520755004884,299.7900085449219,-158.97278607177748,-0.036494854266075905,2023-03-17,2023-03-20,3 days,NFLX
9,13,559,582,321.75220989990237,324.29998779296875,33.12111260986296,0.007918447223280944,2023-03-24,2023-04-27,34 days,NFLX
10,95,575,587,109.25104775619508,104.2699966430664,-473.1998557472238,-0.04559270794587156,2023-04-18,2023-05-04,16 days,SBUX
11,59,583,708,108.10705836868287,120.62999725341797,738.8533941993708,0.11583830948417351,2023-04-28,2023-10-26,181 days,AMZN
12,11,600,680,361.5008302001953,395.5,373.9908677978516,0.0940500462501741,2023-05-23,2023-09-18,118 days,NFLX
13,46,607,705,210.88551887512207,210.0,-40.73386825561539,-0.004199050175874963,2023-06-02,2023-10-23,143 days,TSLA
14,14,627,752,539.1303750000001,661.0,1706.174749999999,0.22604852304973533,2023-07-03,2023-12-29,179 days,COST
15,10,713,752,422.64410847473147,490.3699951171875,677.2588664245603,0.1602432999406287,2023-11-02,2023-12-29,57 days,NFLX
16,60,714,752,174.84984551239015,193.89999389648438,1143.0089030456538,0.10895147392477567,2023-11-03,2023-12-29,56 days,AAPL
17,95,717,735,104.10308785629273,97.37999725341797,-638.6936072731024,-0.06458108727913558,2023-11-08,2023-12-05,27 days,SBUX
18,118,718,752,114.49934846878052,149.5,4130.076880683898,0.30568428553777127,2023-11-09,2023-12-29,50 days,AMD
19,49,721,752,145.50750000000002,153.10000610351562,372.03279907226454,0.0521794828686879,2023-11-14,2023-12-29,45 days,AMZN
20,40,722,752,240.12750826263428,255.10000610351562,598.8999136352538,0.0623522808744823,2023-11-15,2023-12-29,44 days,TSLA
21,11,728,752,221.38213561248782,260.6700134277344,432.16665596771213,0.1774663421081859,2023-11-24,2023-12-29,35 days,BA
