,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,Ticker
0,34.0,504.0,524.0,279.7958773498535,253.0102316008277,-910.7119554668783,-0.095732810657297,2023-07-05,2023-08-02,28 days,TSLA
0,28.0,504.0,526.0,192.24050234985353,185.49374938531219,-188.90908300715762,-0.03509537731160883,2023-07-05,2023-08-04,30 days,AAPL
0,17.0,504.0,529.0,336.26281132507324,322.01109320285315,-242.27920807774166,-0.04238267700808174,2023-07-05,2023-08-09,35 days,MSFT
0,48.0,504.0,536.0,87.04358785629273,82.0,-242.0922171020511,-0.05794324407467666,2023-07-05,2023-08-18,44 days,AVGO
0,11.0,504.0,583.0,130.69584551239015,122.2570339248926,-92.8269274624731,-0.06456832315069683,2023-07-05,2023-10-25,112 days,AMZN
0,178.0,504.0,753.0,42.28247081565857,123.47000122070312,14451.380412097931,1.920122661681781,2023-07-05,2024-07-01,362 days,NVDA
0,1.0,522.0,522.0,170.2839174499512,168.3558074159944,-1.9281100339567843,-0.011322913301683224,2023-07-31,2023-07-31,0 days,JNJ
0,5.0,522.0,556.0,332.8107688751221,318.70039620044986,-70.55186337336124,-0.04239758443623787,2023-07-31,2023-09-18,49 days,HD
0,5.0,530.0,535.0,239.28457193756105,224.54905153062163,-73.67760203469714,-0.06158157330253833,2023-08-10,2023-08-17,7 days,BA
0,5.0,530.0,535.0,53.784256582260134,52.08461287737188,-8.498218524441263,-0.03160113782159912,2023-08-10,2023-08-17,7 days,WMT
1,38.0,535.0,580.0,226.85120755004885,217.00999450683594,-373.96609564209086,-0.04338179703558209,2023-08-17,2023-10-20,64 days,TSLA
1,47.0,537.0,753.0,83.6979192237854,160.82000732421875,3624.738140720367,0.9214337562470332,2023-08-21,2024-07-01,315 days,AVGO
1,28.0,545.0,549.0,188.49743632507327,175.17999267578125,-372.88842218017646,-0.07065052930653881,2023-08-31,2023-09-07,7 days,AAPL
1,4.0,553.0,565.0,55.16908382606507,53.228411017828115,-7.762691232947816,-0.035176817769086655,2023-09-13,2023-09-29,16 days,WMT
0,7.0,555.0,558.0,38.55446816253662,35.95536128393326,-18.193748150223556,-0.06741389526231145,2023-09-15,2023-09-20,5 days,INTC
0,11.0,596.0,753.0,124.43400000000001,199.47000122070312,825.3960134277343,0.6030184774314344,2023-11-13,2024-07-01,231 days,QCOM
1,14.0,597.0,753.0,372.30854479980474,448.6600036621094,1068.920424072265,0.20507576290885243,2023-11-14,2024-07-01,230 days,MSFT
0,41.0,598.0,607.0,106.02981367492676,100.5454856006084,-224.85745104705256,-0.051724396037633125,2023-11-15,2023-11-29,14 days,SBUX
0,13.0,598.0,753.0,120.9618909187317,161.25,523.7454180564879,0.3330644782027745,2023-11-15,2024-07-01,229 days,AMD
0,7.0,599.0,753.0,77.15911438751222,130.5,373.38619928741446,0.6913102364627544,2023-11-16,2024-07-01,228 days,MU
0,14.0,600.0,635.0,95.081625,89.41696429749071,-79.30524983513013,-0.059576818365370765,2023-11-17,2024-01-10,54 days,DIS
1,5.0,600.0,692.0,43.06018484687805,40.34728424709228,-13.564502998928845,-0.06300253028250669,2023-11-17,2024-04-03,138 days,INTC
2,25.0,603.0,631.0,192.16022051239014,182.14999389648438,-250.25566539764412,-0.052093126190289385,2023-11-22,2024-01-04,43 days,AAPL
0,102.0,609.0,753.0,30.506399617195132,39.90999984741211,959.1672234821317,0.30825008353055794,2023-12-01,2024-07-01,213 days,BAC
1,4.0,610.0,637.0,232.10955306243898,219.97000122070312,-48.55820736694341,-0.05230095737795948,2023-12-04,2024-01-12,39 days,BA
1,5.0,610.0,702.0,320.73866510009765,336.7799987792969,80.20666839599613,0.05001371965613499,2023-12-04,2024-04-17,135 days,HD
0,22.0,646.0,649.0,153.40504010009766,145.38999938964844,-176.330895629883,-0.05224757090913945,2024-01-26,2024-01-31,5 days,GOOG
2,4.0,652.0,753.0,56.868343162536625,67.88999938964844,44.08662490844725,0.1938100464015733,2024-02-05,2024-07-01,147 days,WMT
1,13.0,654.0,723.0,97.73086438751221,103.04000091552734,69.0187748641967,0.054324051683037444,2024-02-07,2024-05-16,99 days,DIS
1,8.0,655.0,753.0,170.24376887512207,193.49000549316406,185.96989294433592,0.13654676921005948,2024-02-08,2024-07-01,144 days,AMZN
1,42.0,657.0,657.0,97.25921816253663,95.88781828446822,-57.598794878872894,-0.014100461673222209,2024-02-12,2024-02-12,0 days,SBUX
1,21.0,692.0,753.0,155.46221816253663,184.47999572753906,609.3733288650511,0.18665485355846512,2024-04-03,2024-07-01,89 days,GOOG
3,24.0,726.0,753.0,191.75881132507325,212.08999633789062,487.9484403076169,0.10602477597940241,2024-05-21,2024-07-01,41 days,AAPL
