datetime,root,expiration,strike,right,bid_size,closebid,ask_size,closeask,date,midpoint,weighted_midpoint,spot,valuation_date,moneyness,log_moneyness,t,dte,f,div_schedule,fwd_moneyness,vol
2025-04-08,AAPL,2025-12-19,265.0,C,6,1.44,17,1.57,20250408,1.505,1.536086956521739,172.4199981689453,2025-04-08,1.5369446863138254,0.42979647582417824,0.6981519507186859,255.0,176.97452930472042,<Schedule: 2 dividends>,0.6678284124706431,0.31534932061647275
2025-04-08,AAPL,2026-01-16,265.0,C,9,1.73,11,1.89,20250408,1.81,1.818,172.4199981689453,2025-04-08,1.5369446863138254,0.42979647582417824,0.7748117727583846,283.0,177.28261263781664,<Schedule: 3 dividends>,0.6689909910861005,0.3103756900118235
2025-04-08,AAPL,2026-01-16,265.0,P,2,90.25,4,94.05,20250408,92.15,92.78333333333333,172.4199981689453,2025-04-08,1.5369446863138254,0.42979647582417824,0.7748117727583846,283.0,177.28261263781664,<Schedule: 3 dividends>,0.6689909910861005,0.22470743090922693
2025-04-08,AAPL,2026-12-18,260.0,C,2,7.7,2,8.2,20250408,7.949999999999999,7.949999999999999,172.4199981689453,2025-04-08,1.5079457299682815,0.4107482808534837,1.6947296372347707,619.0,183.3923482393081,<Schedule: 6 dividends>,0.7053551855358003,0.29636797718559993
2025-04-08,AAPL,2025-10-17,290.0,P,2,115.15,3,118.9,20250408,117.025,117.4,172.4199981689453,2025-04-08,1.6819394680415447,0.5199475728184756,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.6059043073516936,0.36486832721459
2025-04-08,AAPL,2026-12-18,260.0,P,10,86.8,2,90.35,20250408,88.57499999999999,87.39166666666667,172.4199981689453,2025-04-08,1.5079457299682815,0.4107482808534837,1.6947296372347707,619.0,183.3923482393081,<Schedule: 6 dividends>,0.7053551855358003,0.3181754079333524
2025-04-08,AAPL,2025-10-17,290.0,C,16,0.44,16,0.51,20250408,0.475,0.475,172.4199981689453,2025-04-08,1.6819394680415447,0.5199475728184756,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.6059043073516936,0.345874999100863
2025-04-08,AAPL,2027-01-15,260.0,C,2,8.35,5,8.8,20250408,8.575,8.671428571428573,172.4199981689453,2025-04-08,1.5079457299682815,0.4107482808534837,1.7713894592744694,647.0,183.71558058471942,<Schedule: 7 dividends>,0.7065983868643054,0.29714380719736516
2025-04-08,AAPL,2026-03-20,290.0,P,2,115.15,2,119.1,20250408,117.125,117.125,172.4199981689453,2025-04-08,1.6819394680415447,0.5199475728184756,0.947296372347707,346.0,178.556173974649,<Schedule: 3 dividends>,0.615710944740169,0.24715418766687805
2025-04-08,AAPL,2027-01-15,260.0,P,2,86.6,2,90.55,20250408,88.57499999999999,88.57499999999999,172.4199981689453,2025-04-08,1.5079457299682815,0.4107482808534837,1.7713894592744694,647.0,183.71558058471942,<Schedule: 7 dividends>,0.7065983868643054,0.3149044416660225
2025-04-08,AAPL,2026-03-20,290.0,C,16,1.21,14,1.35,20250408,1.28,1.2753333333333332,172.4199981689453,2025-04-08,1.6819394680415447,0.5199475728184756,0.947296372347707,346.0,178.556173974649,<Schedule: 3 dividends>,0.615710944740169,0.29957398817664677
2025-04-08,AAPL,2025-05-16,295.0,C,1,0.04,25,0.05,20250408,0.045,0.04961538461538462,172.4199981689453,2025-04-08,1.7109384243870887,0.5370420061777759,0.10403832991101986,38.0,173.16604657203894,<Schedule: 0 dividends>,0.5870035477018269,0.6101213188239882
2025-04-08,AAPL,2025-05-09,270.0,C,28,0.03,5,0.13,20250408,0.08,0.04515151515151515,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.08487337440109514,31.0,173.02837446208682,<Schedule: 0 dividends>,0.6408458313410623,0.615074007417125
2025-04-08,AAPL,2025-05-09,270.0,P,2,95.15,3,98.4,20250408,96.775,97.1,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.08487337440109514,31.0,173.02837446208682,<Schedule: 0 dividends>,0.6408458313410623,0.6494764807528419
2025-04-08,AAPL,2025-05-16,295.0,P,1,120.15,3,123.25,20250408,121.7,122.475,172.4199981689453,2025-04-08,1.7109384243870887,0.5370420061777759,0.10403832991101986,38.0,173.16604657203894,<Schedule: 0 dividends>,0.5870035477018269,0.6675116030351279
2025-04-08,AAPL,2026-06-18,290.0,C,16,2.04,10,2.24,20250408,2.14,2.116923076923077,172.4199981689453,2025-04-08,1.6819394680415447,0.5199475728184756,1.1937029431895962,436.0,180.13248646072591,<Schedule: 4 dividends>,0.6211465050369859,0.2938774576356586
2025-04-08,AAPL,2026-06-18,290.0,P,2,115.15,2,119.1,20250408,117.125,117.125,172.4199981689453,2025-04-08,1.6819394680415447,0.5199475728184756,1.1937029431895962,436.0,180.13248646072591,<Schedule: 4 dividends>,0.6211465050369859,0.25681140582263506
2025-04-08,AAPL,2025-05-23,270.0,P,10,94.5,10,99.5,20250408,97.0,97.0,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.12320328542094455,45.0,173.30382822246338,<Schedule: 0 dividends>,0.641866030453568,0.5912277934107634
2025-04-08,AAPL,2025-05-23,270.0,C,10,0.01,3,2.24,20250408,1.125,0.5246153846153847,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.12320328542094455,45.0,173.30382822246338,<Schedule: 0 dividends>,0.641866030453568,0.7577326375698715
2025-04-08,AAPL,2025-09-19,295.0,P,2,120.15,4,123.5,20250408,121.825,122.38333333333333,172.4199981689453,2025-04-08,1.7109384243870887,0.5370420061777759,0.4490075290896646,164.0,175.4078712057973,<Schedule: 1 dividends>,0.5946029532399909,0.3034946647920409
2025-04-08,AAPL,2025-09-19,295.0,C,15,0.33,15,0.37,20250408,0.35,0.35,172.4199981689453,2025-04-08,1.7109384243870887,0.5370420061777759,0.4490075290896646,164.0,175.4078712057973,<Schedule: 1 dividends>,0.5946029532399909,0.3687200672925243
2025-04-08,AAPL,2025-10-17,295.0,P,2,120.15,4,124.05,20250408,122.1,122.74999999999999,172.4199981689453,2025-04-08,1.7109384243870887,0.5370420061777759,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.5956347428203089,0.373895135387179
2025-04-08,AAPL,2025-10-17,295.0,C,23,0.38,19,0.46,20250408,0.42000000000000004,0.4161904761904762,172.4199981689453,2025-04-08,1.7109384243870887,0.5370420061777759,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.5956347428203089,0.3489450110120654
2025-04-08,AAPL,2025-06-20,270.0,P,1,95.15,2,98.15,20250408,96.65,97.15,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.1998631074606434,73.0,173.85605197306847,<Schedule: 0 dividends>,0.6439113036039573,0.439165350565961
2025-04-08,AAPL,2025-06-20,270.0,C,6,0.19,32,0.2,20250408,0.195,0.19842105263157894,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.1998631074606434,73.0,173.85605197306847,<Schedule: 0 dividends>,0.6439113036039573,0.44403890489350656
2025-04-08,AAPL,2025-07-18,270.0,C,13,0.33,14,0.36,20250408,0.345,0.3455555555555555,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.27652292950034224,101.0,174.1567653046623,<Schedule: 1 dividends>,0.6450250566839344,0.4076466635523388
2025-04-08,AAPL,2025-07-18,270.0,P,1,95.15,3,98.25,20250408,96.7,97.475,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.27652292950034224,101.0,174.1567653046623,<Schedule: 1 dividends>,0.6450250566839344,0.3678862819316945
2025-04-08,AAPL,2025-08-15,270.0,C,15,0.48,14,0.52,20250408,0.5,0.49931034482758624,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.3531827515400411,129.0,174.71170689548703,<Schedule: 1 dividends>,0.6470803959092112,0.38046526923144525
2025-04-08,AAPL,2025-08-15,270.0,P,1,95.15,3,98.25,20250408,96.7,97.475,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.3531827515400411,129.0,174.71170689548703,<Schedule: 1 dividends>,0.6470803959092112,0.3775507337081688
2025-04-08,AAPL,2025-05-16,300.0,P,1,125.15,3,128.15,20250408,126.65,127.4,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,0.10403832991101986,38.0,173.16604657203894,<Schedule: 0 dividends>,0.5772201552401298,0.6776976435988066
2025-04-08,AAPL,2025-05-16,300.0,C,1,0.03,1,0.04,20250408,0.035,0.035,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,0.10403832991101986,38.0,173.16604657203894,<Schedule: 0 dividends>,0.5772201552401298,0.6121967011767722
2025-04-08,AAPL,2025-09-19,300.0,P,1,125.15,3,128.4,20250408,126.775,127.5875,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,0.4490075290896646,164.0,175.4078712057973,<Schedule: 1 dividends>,0.5846929040193244,0.3493358443117765
2025-04-08,AAPL,2025-12-19,270.0,P,1,95.15,3,99.1,20250408,97.125,98.11249999999998,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.6981519507186859,255.0,176.97452930472042,<Schedule: 2 dividends>,0.6554612196471127,0.2686292569335298
2025-04-08,AAPL,2025-12-19,270.0,C,4,1.23,18,1.33,20250408,1.28,1.311818181818182,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.6981519507186859,255.0,176.97452930472042,<Schedule: 2 dividends>,0.6554612196471127,0.3144854038114106
2025-04-08,AAPL,2025-09-19,300.0,C,17,0.29,17,0.33,20250408,0.31,0.31,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,0.4490075290896646,164.0,175.4078712057973,<Schedule: 1 dividends>,0.5846929040193244,0.37165871105749815
2025-04-08,AAPL,2026-01-16,270.0,C,8,1.49,14,1.62,20250408,1.5550000000000002,1.5727272727272728,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.7748117727583846,283.0,177.28261263781664,<Schedule: 3 dividends>,0.6566022690289505,0.3105265381149219
2025-04-08,AAPL,2026-01-16,270.0,P,2,95.25,3,98.9,20250408,97.075,97.44,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,0.7748117727583846,283.0,177.28261263781664,<Schedule: 3 dividends>,0.6566022690289505,0.23435921475942875
2025-04-08,AAPL,2025-10-17,300.0,C,7,0.34,16,0.4,20250408,0.37,0.38173913043478264,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.5857074971066372,0.35131580423484277
2025-04-08,AAPL,2025-10-17,300.0,P,2,125.15,3,128.9,20250408,127.025,127.4,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.5857074971066372,0.37907223807152035
2025-04-08,AAPL,2025-05-09,275.0,P,3,100.15,4,103.55,20250408,101.85,102.09285714285713,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.08487337440109514,31.0,173.02837446208682,<Schedule: 0 dividends>,0.629194088953043,0.6579461147659281
2025-04-08,AAPL,2025-05-09,275.0,C,31,0.02,9,0.48,20250408,0.25,0.1235,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.08487337440109514,31.0,173.02837446208682,<Schedule: 0 dividends>,0.629194088953043,0.7355903472056328
2025-04-08,AAPL,2026-03-20,300.0,P,2,125.15,2,129.1,20250408,127.125,127.125,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,0.947296372347707,346.0,178.556173974649,<Schedule: 3 dividends>,0.5951872465821634,0.2832091705978838
2025-04-08,AAPL,2025-05-23,275.0,P,10,99.7,2,104.5,20250408,102.1,100.5,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.12320328542094455,45.0,173.30382822246338,<Schedule: 0 dividends>,0.630195738990776,0.6109774459967131
2025-04-08,AAPL,2025-05-23,275.0,C,18,0.02,3,2.22,20250408,1.12,0.3342857142857143,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.12320328542094455,45.0,173.30382822246338,<Schedule: 0 dividends>,0.630195738990776,0.7805595715700294
2025-04-08,AAPL,2026-03-20,300.0,C,29,0.92,25,1.06,20250408,0.99,0.9848148148148149,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,0.947296372347707,346.0,178.556173974649,<Schedule: 3 dividends>,0.5951872465821634,0.3004555131387861
2025-04-08,AAPL,2025-05-16,305.0,C,1,0.03,1,0.07,20250408,0.05,0.05,172.4199981689453,2025-04-08,1.7689363370781763,0.5703784264453676,0.10403832991101986,38.0,173.16604657203894,<Schedule: 0 dividends>,0.56775752974439,0.6501589582030897
2025-04-08,AAPL,2025-05-16,305.0,P,1,130.15,3,133.25,20250408,131.7,132.475,172.4199981689453,2025-04-08,1.7689363370781763,0.5703784264453676,0.10403832991101986,38.0,173.16604657203894,<Schedule: 0 dividends>,0.56775752974439,0.6882818891296454
2025-04-08,AAPL,2025-06-20,275.0,P,1,100.15,3,103.2,20250408,101.67500000000001,102.4375,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.1998631074606434,73.0,173.85605197306847,<Schedule: 0 dividends>,0.6322038253566127,0.5005314104091761
2025-04-08,AAPL,2026-06-18,300.0,P,2,125.15,2,129.1,20250408,127.125,127.125,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,1.1937029431895962,436.0,180.13248646072591,<Schedule: 4 dividends>,0.6004416215357531,0.3140527047404768
2025-04-08,AAPL,2026-06-18,300.0,C,23,1.59,17,1.78,20250408,1.685,1.67075,172.4199981689453,2025-04-08,1.7399373807326326,0.5538491244941571,1.1937029431895962,436.0,180.13248646072591,<Schedule: 4 dividends>,0.6004416215357531,0.2929093877618857
2025-04-08,AAPL,2025-06-20,275.0,C,18,0.18,13,0.21,20250408,0.195,0.1925806451612903,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.1998631074606434,73.0,173.85605197306847,<Schedule: 0 dividends>,0.6322038253566127,0.4597604414390971
2025-04-08,AAPL,2025-07-18,275.0,C,18,0.28,22,0.32,20250408,0.30000000000000004,0.30200000000000005,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.27652292950034224,101.0,174.1567653046623,<Schedule: 1 dividends>,0.6332973283805902,0.41367094370071633
2025-04-08,AAPL,2025-07-18,275.0,P,2,100.15,4,103.35,20250408,101.75,102.28333333333333,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.27652292950034224,101.0,174.1567653046623,<Schedule: 1 dividends>,0.6332973283805902,0.38590725450595537
2025-04-08,AAPL,2025-09-19,305.0,P,2,130.15,4,133.5,20250408,131.825,132.38333333333333,172.4199981689453,2025-04-08,1.7689363370781763,0.5703784264453676,0.4490075290896646,164.0,175.4078712057973,<Schedule: 1 dividends>,0.5751077744452371,0.3966314407009561
2025-04-08,AAPL,2025-09-19,305.0,C,7,0.25,7,0.42,20250408,0.33499999999999996,0.33499999999999996,172.4199981689453,2025-04-08,1.7689363370781763,0.5703784264453676,0.4490075290896646,164.0,175.4078712057973,<Schedule: 1 dividends>,0.5751077744452371,0.38523454953107894
2025-04-08,AAPL,2025-10-17,305.0,C,17,0.27,7,0.4,20250408,0.335,0.3079166666666667,172.4199981689453,2025-04-08,1.7689363370781763,0.5703784264453676,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.5761057348589873,0.3548164064959185
2025-04-08,AAPL,2025-10-17,305.0,P,2,130.15,4,134.05,20250408,132.10000000000002,132.75,172.4199981689453,2025-04-08,1.7689363370781763,0.5703784264453676,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.5761057348589873,0.38644232440129606
2025-04-08,AAPL,2025-08-15,275.0,C,17,0.41,14,0.45,20250408,0.43,0.4280645161290322,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.3531827515400411,129.0,174.71170689548703,<Schedule: 1 dividends>,0.635315297801771,0.3839988426807242
2025-04-08,AAPL,2025-08-15,275.0,P,1,100.15,3,103.35,20250408,101.75,102.54999999999998,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.3531827515400411,129.0,174.71170689548703,<Schedule: 1 dividends>,0.635315297801771,0.42156340085048627
2025-04-08,AAPL,2025-12-19,275.0,P,2,100.15,2,104.1,20250408,102.125,102.125,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.6981519507186859,255.0,176.97452930472042,<Schedule: 2 dividends>,0.643543742926256,0.27902598396780853
2025-04-08,AAPL,2025-12-19,275.0,C,21,1.03,33,1.15,20250408,1.0899999999999999,1.1033333333333335,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.6981519507186859,255.0,176.97452930472042,<Schedule: 2 dividends>,0.643543742926256,0.3147443621186623
2025-04-08,AAPL,2025-05-16,310.0,C,50,0.01,19,0.03,20250408,0.02,0.015507246376811595,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,0.10403832991101986,38.0,173.16604657203894,<Schedule: 0 dividends>,0.5586001502323836,0.6114837677701036
2025-04-08,AAPL,2026-01-16,275.0,C,21,1.28,28,1.4,20250408,1.3399999999999999,1.3485714285714285,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.7748117727583846,283.0,177.28261263781664,<Schedule: 3 dividends>,0.6446640459556969,0.30997859306648634
2025-04-08,AAPL,2025-05-16,310.0,P,1,135.15,3,138.15,20250408,136.65,137.4,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,0.10403832991101986,38.0,173.16604657203894,<Schedule: 0 dividends>,0.5586001502323836,0.6957208658501502
2025-04-08,AAPL,2026-01-16,275.0,P,2,100.25,2,104.1,20250408,102.175,102.175,172.4199981689453,2025-04-08,1.594942599004913,0.4668377475045273,0.7748117727583846,283.0,177.28261263781664,<Schedule: 3 dividends>,0.6446640459556969,0.2646289291897988
2025-04-08,AAPL,2026-12-18,270.0,C,2,6.3,2,6.75,20250408,6.525,6.525,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,1.6947296372347707,619.0,183.3923482393081,<Schedule: 6 dividends>,0.6792309194048448,0.292899590465476
2025-04-08,AAPL,2026-12-18,270.0,P,7,95.65,2,99.6,20250408,97.625,96.52777777777777,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,1.6947296372347707,619.0,183.3923482393081,<Schedule: 6 dividends>,0.6792309194048448,0.21279806899171522
2025-04-08,AAPL,2025-09-19,310.0,C,16,0.23,1,0.25,20250408,0.24,0.23117647058823532,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,0.4490075290896646,164.0,175.4078712057973,<Schedule: 1 dividends>,0.5658318425993462,0.3769103339936081
2025-04-08,AAPL,2025-09-19,310.0,P,1,135.15,3,138.4,20250408,136.775,137.5875,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,0.4490075290896646,164.0,175.4078712057973,<Schedule: 1 dividends>,0.5658318425993462,0.43858922807943107
2025-04-08,AAPL,2025-10-17,310.0,C,26,0.26,19,0.33,20250408,0.29500000000000004,0.28955555555555557,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.5668137068773907,0.3574983826752036
2025-04-08,AAPL,2025-10-17,310.0,P,2,135.15,3,138.9,20250408,137.025,137.4,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,0.5256673511293635,192.0,175.71224913199114,<Schedule: 2 dividends>,0.5668137068773907,0.393075227768912
2025-04-08,AAPL,2027-01-15,270.0,C,2,6.9,10,7.4,20250408,7.15,7.316666666666666,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,1.7713894592744694,647.0,183.71558058471942,<Schedule: 7 dividends>,0.6804280762397016,0.2947435091362393
2025-04-08,AAPL,2027-01-15,270.0,P,2,95.8,2,99.75,20250408,97.775,97.775,172.4199981689453,2025-04-08,1.5659436426593694,0.44848860883633085,1.7713894592744694,647.0,183.71558058471942,<Schedule: 7 dividends>,0.6804280762397016,0.21187921506365226
2025-04-08,AAPL,2025-05-09,280.0,C,32,0.01,9,0.52,20250408,0.265,0.12195121951219513,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.08487337440109514,31.0,173.02837446208682,<Schedule: 0 dividends>,0.6179584802217386,0.7655613667548165
2025-04-08,AAPL,2025-05-09,280.0,P,2,105.15,3,108.4,20250408,106.775,107.10000000000001,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.08487337440109514,31.0,173.02837446208682,<Schedule: 0 dividends>,0.6179584802217386,0.6656586659079143
2025-04-08,AAPL,2026-03-20,310.0,P,2,135.15,2,139.1,20250408,137.125,137.125,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,0.947296372347707,346.0,178.556173974649,<Schedule: 3 dividends>,0.5759876579827387,0.3007119860409336
2025-04-08,AAPL,2026-03-20,310.0,C,15,0.72,17,0.85,20250408,0.7849999999999999,0.7890625,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,0.947296372347707,346.0,178.556173974649,<Schedule: 3 dividends>,0.5759876579827387,0.3021204243585522
2025-04-08,AAPL,2025-05-23,280.0,P,2,104.5,10,109.4,20250408,106.95,108.58333333333334,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.12320328542094455,45.0,173.30382822246338,<Schedule: 0 dividends>,0.618942243651655,0.61880150017359
2025-04-08,AAPL,2025-05-23,280.0,C,10,0.02,1,2.14,20250408,1.08,0.21272727272727274,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.12320328542094455,45.0,173.30382822246338,<Schedule: 0 dividends>,0.618942243651655,0.7981659500781864
2025-04-08,AAPL,2026-06-18,310.0,C,19,1.27,8,1.4,20250408,1.335,1.3085185185185186,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,1.1937029431895962,436.0,180.13248646072591,<Schedule: 4 dividends>,0.5810725369700835,0.2925307535770181
2025-04-08,AAPL,2026-06-18,310.0,P,2,135.15,2,139.1,20250408,137.125,137.125,172.4199981689453,2025-04-08,1.7979352934237203,0.5866389473171479,1.1937029431895962,436.0,180.13248646072591,<Schedule: 4 dividends>,0.5810725369700835,0.36707976922078606
2025-04-08,AAPL,2025-06-20,280.0,C,12,0.16,10,0.18,20250408,0.16999999999999998,0.16909090909090907,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.1998631074606434,73.0,173.85605197306847,<Schedule: 0 dividends>,0.6209144713323874,0.4656232834432107
2025-04-08,AAPL,2025-06-20,280.0,P,1,105.15,2,108.15,20250408,106.65,107.14999999999999,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.1998631074606434,73.0,173.85605197306847,<Schedule: 0 dividends>,0.6209144713323874,0.46477665045735095
2025-04-08,AAPL,2025-07-18,280.0,P,1,105.15,3,108.25,20250408,106.7,107.475,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.27652292950034224,101.0,174.1567653046623,<Schedule: 1 dividends>,0.621988447516651,0.4019265489834628
2025-04-08,AAPL,2025-07-18,280.0,C,20,0.24,22,0.28,20250408,0.26,0.26095238095238094,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.27652292950034224,101.0,174.1567653046623,<Schedule: 1 dividends>,0.621988447516651,0.41755140595131296
2025-04-08,AAPL,2025-08-15,280.0,C,13,0.36,15,0.39,20250408,0.375,0.3760714285714286,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.3531827515400411,129.0,174.71170689548703,<Schedule: 1 dividends>,0.6239703817695965,0.38775543901401344
2025-04-08,AAPL,2025-08-15,280.0,P,1,105.15,3,108.25,20250408,106.7,107.475,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.3531827515400411,129.0,174.71170689548703,<Schedule: 1 dividends>,0.6239703817695965,0.43928762532566235
2025-04-08,AAPL,2025-12-19,280.0,P,1,105.15,1,109.1,20250408,107.125,107.125,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.6981519507186859,255.0,176.97452930472042,<Schedule: 2 dividends>,0.6320518903740014,0.28829419402169276
2025-04-08,AAPL,2025-12-19,280.0,C,19,0.89,24,0.99,20250408,0.94,0.9458139534883722,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.6981519507186859,255.0,176.97452930472042,<Schedule: 2 dividends>,0.6320518903740014,0.314980047866536
2025-04-08,AAPL,2026-01-16,280.0,C,13,1.11,20,1.21,20250408,1.1600000000000001,1.1706060606060606,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.7748117727583846,283.0,177.28261263781664,<Schedule: 3 dividends>,0.6331521879922023,0.3106535098578715
2025-04-08,AAPL,2026-01-16,280.0,P,2,105.15,2,109.1,20250408,107.125,107.125,172.4199981689453,2025-04-08,1.623941555350457,0.48485625300720564,0.7748117727583846,283.0,177.28261263781664,<Schedule: 3 dividends>,0.6331521879922023,0.27442897035088376
2025-04-08,AAPL,2025-05-09,285.0,P,3,110.15,4,113.55,20250408,111.85,112.09285714285714,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.08487337440109514,31.0,173.02837446208682,<Schedule: 0 dividends>,0.6071171033757432,0.6804300324362776
2025-04-08,AAPL,2025-05-09,285.0,C,1,0.01,9,0.54,20250408,0.275,0.48700000000000004,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.08487337440109514,31.0,173.02837446208682,<Schedule: 0 dividends>,0.6071171033757432,0.7928087707597167
2025-04-08,AAPL,2025-05-23,285.0,C,9,0.05,1,2.13,20250408,1.0899999999999999,0.258,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.12320328542094455,45.0,173.30382822246338,<Schedule: 0 dividends>,0.6080836077981171,0.8222634002054361
2025-04-08,AAPL,2025-05-23,285.0,P,10,109.5,10,114.5,20250408,112.0,112.0,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.12320328542094455,45.0,173.30382822246338,<Schedule: 0 dividends>,0.6080836077981171,0.6272388152072151
2025-04-08,AAPL,2025-06-20,285.0,C,15,0.13,25,0.16,20250408,0.14500000000000002,0.14875,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.1998631074606434,73.0,173.85605197306847,<Schedule: 0 dividends>,0.6100212349932227,0.4709842393366511
2025-04-08,AAPL,2025-06-20,285.0,P,1,110.15,3,113.2,20250408,111.67500000000001,112.4375,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.1998631074606434,73.0,173.85605197306847,<Schedule: 0 dividends>,0.6100212349932227,0.4797462748466522
2025-04-08,AAPL,2025-07-18,285.0,P,2,110.15,4,113.35,20250408,111.75,112.28333333333333,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.27652292950034224,101.0,174.1567653046623,<Schedule: 1 dividends>,0.6110763694900431,0.4179766214946502
2025-04-08,AAPL,2025-07-18,285.0,C,23,0.2,19,0.24,20250408,0.22,0.21809523809523812,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.27652292950034224,101.0,174.1567653046623,<Schedule: 1 dividends>,0.6110763694900431,0.42133488626343946
2025-04-08,AAPL,2025-08-15,285.0,P,1,111.0,3,113.3,20250408,112.15,112.725,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.3531827515400411,129.0,174.71170689548703,<Schedule: 1 dividends>,0.6130235329666212,0.3211192774558415
2025-04-08,AAPL,2025-08-15,285.0,C,14,0.31,15,0.34,20250408,0.325,0.3255172413793104,172.4199981689453,2025-04-08,1.652940511696001,0.5025558301066065,0.3531827515400411,129.0,174.71170689548703,<Schedule: 1 dividends>,0.6130235329666212,0.3916066419370481
