,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration,Ticker
0,27.0,504.0,568.0,336.26281132507324,314.0299987792969,-600.285938735962,-0.06611736950085567,2023-07-05,2023-10-04,91 days,MSFT
0,9.0,504.0,571.0,52.90452122497559,51.69333267211914,-10.900696975708037,-0.02289385717537995,2023-07-05,2023-10-09,96 days,WMT
0,37.0,504.0,584.0,192.24050234985353,170.3699951171875,-809.208767608643,-0.1137663861950613,2023-07-05,2023-10-26,113 days,AAPL
0,21.0,504.0,584.0,130.69584551239015,120.62999725341797,-211.3828134384158,-0.07701735445001523,2023-07-05,2023-10-26,113 days,AMZN
0,42.0,504.0,585.0,279.7958773498535,210.60000610351562,-2906.226592346192,-0.2473084017596735,2023-07-05,2023-10-27,114 days,TSLA
0,33.0,504.0,672.0,120.48020755004883,132.74000549316406,404.57333212280264,0.10175777575766842,2023-07-05,2024-03-05,244 days,GOOG
0,73.0,504.0,753.0,116.50634846878053,161.25,3266.286561779021,0.38404475051596987,2023-07-05,2024-07-01,362 days,AMD
0,64.0,504.0,753.0,87.04358785629273,160.82000732421875,4721.690845947265,0.847580175460247,2023-07-05,2024-07-01,362 days,AVGO
0,21.0,504.0,753.0,463.71735612487794,911.77001953125,9409.105931533813,0.9662193090001845,2023-07-05,2024-07-01,362 days,LLY
0,422.0,504.0,753.0,42.28247081565857,123.47000122070312,34261.137830928805,1.920122661681781,2023-07-05,2024-07-01,362 days,NVDA
0,8.0,518.0,560.0,326.20775234985354,306.1600036621094,-160.38198950195329,-0.06145699647948044,2023-07-25,2023-09-22,59 days,HD
0,14.0,523.0,529.0,132.38171816253663,117.2300033569336,-212.1240072784425,-0.11445473752652124,2023-08-01,2023-08-09,8 days,QCOM
0,6.0,525.0,551.0,231.8085,213.75999450683594,-108.29103295898443,-0.07785954998701117,2023-08-03,2023-09-11,39 days,BA
0,13.0,552.0,582.0,38.78527653121949,33.63999938964844,-66.88860284042366,-0.13266057642851803,2023-09-12,2023-10-24,42 days,INTC
0,26.0,554.0,585.0,71.92084316253663,64.91999816894531,-182.0219698333742,-0.09734097496284688,2023-09-14,2023-10-27,43 days,MU
1,36.0,590.0,661.0,174.84984551239015,183.4199981689453,308.525495635986,0.049014356469350595,2023-11-03,2024-02-16,105 days,AAPL
0,71.0,593.0,611.0,104.10308785629273,97.37999725341797,-477.3394328041081,-0.06458108727913558,2023-11-08,2023-12-05,27 days,SBUX
1,13.0,593.0,753.0,121.8249015312195,199.47000122070312,1009.3862959632872,0.6373499893171339,2023-11-08,2024-07-01,236 days,QCOM
1,24.0,595.0,753.0,362.75520520019535,448.6600036621094,2061.7151630859366,0.2368120353076819,2023-11-10,2024-07-01,234 days,MSFT
1,23.0,595.0,753.0,74.70054244995117,130.5,1283.387523651123,0.746975265774463,2023-11-10,2024-07-01,234 days,MU
1,11.0,597.0,680.0,38.93579923439026,42.45000076293945,38.65621681404113,0.09025630904335613,2023-11-14,2024-03-15,122 days,INTC
1,18.0,597.0,753.0,145.50750000000002,193.49000549316406,863.6850988769527,0.3297596721348661,2023-11-14,2024-07-01,230 days,AMZN
1,37.0,599.0,638.0,240.32822051239015,215.10000610351562,-933.4439331283572,-0.1049739991212304,2023-11-16,2024-01-16,61 days,TSLA
1,7.0,610.0,699.0,320.73866510009765,346.1199951171875,177.66931011962896,0.07913398906604763,2023-12-04,2024-04-12,130 days,HD
1,5.0,613.0,639.0,237.72914387512208,202.6300048828125,-175.49569496154788,-0.14764339962771655,2023-12-07,2024-01-17,41 days,BA
0,138.0,618.0,753.0,32.73416892814637,39.90999984741211,990.2646668586724,0.219215307864304,2023-12-14,2024-07-01,200 days,BAC
1,9.0,648.0,753.0,55.092151531219486,67.88999938964844,115.18063072586057,0.2322989301148768,2024-01-30,2024-07-01,153 days,WMT
0,31.0,648.0,753.0,96.85781663131715,99.4000015258789,78.80773173141446,0.02624656411818993,2024-01-30,2024-07-01,153 days,DIS
1,71.0,657.0,658.0,97.25921816253663,94.8499984741211,-171.05459787750283,-0.024771119220692417,2024-02-12,2024-02-13,1 days,SBUX
1,30.0,679.0,753.0,142.79805306243898,184.47999572753906,1250.4582799530024,0.2918943344898022,2024-03-14,2024-07-01,109 days,GOOG
2,36.0,720.0,753.0,186.0890424499512,212.08999633789062,936.0343399658195,0.13972318598464706,2024-05-13,2024-07-01,49 days,AAPL
